,cat,nombre,estado,area_ha,interseccion_ha,interseccion_porc,region,lote_petrolero,empresa,pais
1328,Nacionalidad,San Pablo De Kantesiya,Titulada,9208.471407,9208.471407,100.0,SUCUMBIOS,Tarapoa,"Andes Petroleum Ecuador Ltd., Petroamazonas EP",Ecuador
1329,Nacionalidad,Territorio Yamanunka,Sin reconocimiento,9079.73822,9079.73822,100.0,ORELLANA,Shushufindi-Libertador,Petroamazonas EP,Ecuador
1330,Nacionalidad,Centro Shuar Pimpints,Titulada,8833.145524,8833.145524,100.0,MORONA SANTIAGO,Bloque 76,Secretaria de Hidrocarburos,Ecuador
1331,Nacionalidad,Comuna Santa Rosa,Sin reconocimiento,8722.905571,8722.905571,100.0,SUCUMBIOS,Cuyabeno-Tipishca,Petroamazonas EP,Ecuador
1332,Nacionalidad,Comuna Tigre Playa,Sin reconocimiento,8603.311064,8603.311064,100.0,SUCUMBIOS,Cuyabeno-Tipishca,"Gente Oil Ecuador Pte. Ltd., Petroamazonas EP",Ecuador
1333,Nacionalidad,Comuna Santa Rosa,Sin reconocimiento,8572.273707,8572.24257,99.99963677,ORELLANA,ITT,Petroamazonas EP,Ecuador
1334,Nacionalidad,Coca Sardinas,Sin reconocimiento,8555.416364,8555.416364,100.0,ORELLANA,Palo Azul,Petroamazonas EP,Ecuador
1335,Nacionalidad,Comuna Buen Samaritano,Titulada,8657.142907,8493.466868,98.1093527,SUCUMBIOS,Vinita,Petroamazonas EP,Ecuador
1336,Nacionalidad,Comuna El Pilchi,Titulada,8469.596706,8469.596706,100.0,ORELLANA,Indillana,Petroamazonas EP,Ecuador
1337,Nacionalidad,Sin Información,Sin reconocimiento,8447.58971,8447.58971,100.0,ORELLANA,ITT,Petroamazonas EP,Ecuador
1338,Nacionalidad,Comuna Bajo Rodriguez,Titulada,8593.38215,8385.125465,97.57654575,SUCUMBIOS,Vinita,Petroamazonas EP,Ecuador
1339,Nacionalidad,Centro Shuar Tukup,Titulada,8375.467437,8375.467437,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1340,Nacionalidad,Centro Shuar Pukar,Titulada,7921.916884,7921.916884,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1341,Nacionalidad,Comuna Tres Fronteras,Sin reconocimiento,8589.933303,7894.221132,91.90084316,SUCUMBIOS,Vinita,Petroamazonas EP,Ecuador
1342,Nacionalidad,Centro Shuar Mutintza,Titulada,7744.729198,7744.729198,100.0,MORONA SANTIAGO,Bloque 71,Secretaria de Hidrocarburos,Ecuador
1343,Nacionalidad,Asociación Mondayacu,Titulada,8399.389616,7716.45519,91.86923744,NAPO,Pungarayacu,Secretaria de Hidrocarburos,Ecuador
1344,Nacionalidad,Centro Shuar Charap Ajuntai,Titulada,7659.436768,7659.436768,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1345,Nacionalidad,Jumandi,Sin reconocimiento,7651.853986,7651.853986,100.0,ORELLANA,Coca-Payamino,Petroamazonas EP,Ecuador
1346,Nacionalidad,Comuna San José,Titulada,7504.633275,7504.633275,100.0,ORELLANA,Palo Azul,Petroamazonas EP,Ecuador
1347,Nacionalidad,Sin Información,Sin reconocimiento,7455.590434,7455.590434,100.0,PASTAZA,Mirador,"Agip Oil Ecuador B.V., Consorcio Bloque 28, Secretaria de Hidrocarburos",Ecuador
1348,Nacionalidad,Orehuaya-Biaña,Titulada,7434.411009,7434.411009,100.0,SUCUMBIOS,Tarapoa,"Andes Petroleum Ecuador Ltd., Petroamazonas EP",Ecuador
1349,Nacionalidad,Ávila Viejo,Titulada,10883.023055,7236.567543,66.49409366,ORELLANA,Coca-Payamino,"Petroamazonas EP, Secretaria de Hidrocarburos",Ecuador
1350,Nacionalidad,Comuna Nueva Montepa,Sin reconocimiento,7020.058076,6835.827528,97.37565493,SUCUMBIOS,Vinita,Petroamazonas EP,Ecuador
1351,Nacionalidad,Itaya,Titulada,6824.068094,6824.068094,100.0,SUCUMBIOS,Indillana,Petroamazonas EP,Ecuador
1352,Nacionalidad,Samona Yaturi,Sin reconocimiento,6813.426491,6813.426491,100.0,ORELLANA,Eden-Yutur,Petroamazonas EP,Ecuador
1353,Nacionalidad,Centro Shuar Achuar Tumpaim,Titulada,6705.414056,6705.414056,100.0,MORONA SANTIAGO,Bloque 73,Secretaria de Hidrocarburos,Ecuador
1354,Nacionalidad,Comuna Yana Amarun,Sin reconocimiento,6563.380974,6527.890919,99.45927175,SUCUMBIOS,Cuyabeno-Tipishca,Petroamazonas EP,Ecuador
1355,Nacionalidad,Pompeya,Sin reconocimiento,8304.486748,6526.321635,78.58789872,ORELLANA,Nantu,Petrooriental S.A.,Ecuador
1356,Nacionalidad,Comuna Alto Rodriguez,Titulada,6600.521654,6516.641466,98.7291885,SUCUMBIOS,Vinita,Petroamazonas EP,Ecuador
1357,Nacionalidad,Cooperativa Shuar Mamayaki,Titulada,6509.799975,6509.799975,100.0,MORONA SANTIAGO,Bloque 75,"Petroamazonas EP, Secretaria de Hidrocarburos",Ecuador
1358,Nacionalidad,Comuna Nueva Sinaí,Titulada,6499.305449,6408.08498,98.5964582,SUCUMBIOS,Vinita,Petroamazonas EP,Ecuador
1359,Nacionalidad,Centro Shuar Kashpaim,Titulada,6161.302753,6161.302753,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1360,Nacionalidad,Cooperativa Shuar Amazonas Y Amp.,Titulada,6142.903011,6142.903011,100.0,MORONA SANTIAGO,Bloque 76,"Petroamazonas EP, Secretaria de Hidrocarburos",Ecuador
1361,Nacionalidad,Sector Tipishca,Titulada,5994.854461,5994.854461,100.0,SUCUMBIOS,Cuyabeno-Tipishca,"Gente Oil Ecuador Pte. Ltd., Petroamazonas EP",Ecuador
1362,Nacionalidad,Duvuno,Sin reconocimiento,5864.400744,5864.400744,100.0,SUCUMBIOS,Lumbaqui,Petroamazonas EP,Ecuador
1363,Nacionalidad,Territorio Taruka,Sin reconocimiento,5835.58225,5835.58225,100.0,SUCUMBIOS,Lumbaqui,"Petroamazonas EP, Tecpecuador S.A.",Ecuador
1364,Nacionalidad,Sin Información,Sin reconocimiento,8894.033374,5835.525924,65.61169358,ORELLANA,ITT,Petroamazonas EP,Ecuador
1365,Nacionalidad,Centro Shuar Wawaim,Titulada,5781.997948,5781.997948,100.0,MORONA SANTIAGO,Bloque 73,Secretaria de Hidrocarburos,Ecuador
1366,Nacionalidad,Cooperativa Shuar Yaapi,Titulada,5767.821945,5767.821945,100.0,MORONA SANTIAGO,Bloque 73,Secretaria de Hidrocarburos,Ecuador
1367,Nacionalidad,Sin Información,Sin reconocimiento,5698.897125,5698.897125,100.0,ORELLANA,ITT,Petroamazonas EP,Ecuador
1368,Nacionalidad,Río Guacamayos,Titulada,5981.123834,5667.366162,94.75420204,ORELLANA,Bloque 29,Secretaria de Hidrocarburos,Ecuador
1369,Nacionalidad,Centro Shuar Tuutinentsa,Convenio,5527.301649,5527.301649,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1370,Nacionalidad,Taikiwa,Convenio,5417.299228,5417.299228,100.0,SUCUMBIOS,Tarapoa,"Andes Petroleum Ecuador Ltd., Petroamazonas EP",Ecuador
1371,Nacionalidad,Saarentsa,Sin reconocimiento,5414.329857,5414.329857,100.0,ORELLANA,Coca-Payamino,"Campo Puma Oriente S.A., Petroamazonas EP",Ecuador
1372,Nacionalidad,Centro Shuar Wawaim,Titulada,5405.342458,5405.342458,100.0,MORONA SANTIAGO,Bloque 76,Secretaria de Hidrocarburos,Ecuador
1373,Nacionalidad,Centro Shuar Chichis,Titulada,5342.852816,5342.852816,100.0,MORONA SANTIAGO,Bloque 73,Secretaria de Hidrocarburos,Ecuador
1374,Nacionalidad,Sin Información,Sin reconocimiento,5341.576676,5341.576676,100.0,ORELLANA,Yuralpa,"Petroamazonas EP, Secretaria de Hidrocarburos",Ecuador
1375,Nacionalidad,Comuna Riera,Sin reconocimiento,7739.480615,5218.807702,67.43098099,SUCUMBIOS,Vinita,Petroamazonas EP,Ecuador
1376,Nacionalidad,Rumipamba,Sin reconocimiento,5149.174971,5149.174971,100.0,ORELLANA,Palo Azul,Petroamazonas EP,Ecuador
1377,Nacionalidad,Centro Shuar Unt Suant,Titulada,5143.108802,5143.108802,100.0,MORONA SANTIAGO,Bloque 72,Secretaria de Hidrocarburos,Ecuador
1378,Nacionalidad,Centro Shuar Cushi Rumi,Titulada,5112.241808,5112.241808,100.0,MORONA SANTIAGO,Bloque 72,Secretaria de Hidrocarburos,Ecuador
1379,Nacionalidad,Centro Shuar San Francisco,Titulada,5098.00396,5098.00396,100.0,MORONA SANTIAGO,Bloque 70,Secretaria de Hidrocarburos,Ecuador
1380,Nacionalidad,Comunidad Kichwa Wamani,Titulada,5073.311002,5073.311002,100.0,NAPO,Bloque 29,Secretaria de Hidrocarburos,Ecuador
1381,Nacionalidad,Cooperativa Shuar Kankaim,Titulada,4993.728674,4993.728674,100.0,MORONA SANTIAGO,Bloque 76,Secretaria de Hidrocarburos,Ecuador
1382,Nacionalidad,Asociación Shiwiar Bufeo Tunkintza Ashibt,Titulada,4978.299227,4978.299227,100.0,PASTAZA,Bloque 80,Secretaria de Hidrocarburos,Ecuador
1383,Nacionalidad,El Eden,Sin reconocimiento,5153.796145,4952.438239,96.09301764,ORELLANA,Nantu,"Petroamazonas EP, Petrooriental S.A.",Ecuador
1384,Nacionalidad,Paruto Yacu,Sin reconocimiento,4951.820663,4951.820663,100.0,ORELLANA,Nantu,"Consorcio Petrolero Palanda-Yuca Sur, Petroamazonas EP, Petrooriental S.A.",Ecuador
1385,Nacionalidad,Centro Shuar Las Penas,Titulada,4940.044597,4940.044597,100.0,MORONA SANTIAGO,Bloque 73,Secretaria de Hidrocarburos,Ecuador
1386,Nacionalidad,Shiris,Sin reconocimiento,4914.655791,4914.655791,100.0,SUCUMBIOS,Lumbaqui,Petroamazonas EP,Ecuador
1387,Nacionalidad,Centro Shuar San Pablo,Titulada,4891.016704,4891.016704,100.0,MORONA SANTIAGO,Bloque 71,Secretaria de Hidrocarburos,Ecuador
1388,Nacionalidad,Centro Shuar Kusuim,Titulada,4872.587068,4872.587068,100.0,MORONA SANTIAGO,Bloque 71,Secretaria de Hidrocarburos,Ecuador
1389,Nacionalidad,Amazonas,Sin reconocimiento,4734.380054,4734.380054,100.0,ORELLANA,Yuralpa,Petroamazonas EP,Ecuador
1390,Nacionalidad,Comuna San Rafael,Sin reconocimiento,4796.992116,4666.478709,97.27926576,SUCUMBIOS,Vinita,Petroamazonas EP,Ecuador
1391,Nacionalidad,Sin Información,Titulada,4808.941515,4662.321369,96.95109318,ORELLANA,ITT,Petroamazonas EP,Ecuador
1392,Nacionalidad,Centro Shuar Chankuap,Titulada,4632.372101,4632.372101,100.0,MORONA SANTIAGO,Bloque 76,Secretaria de Hidrocarburos,Ecuador
1393,Nacionalidad,Centro Shuar Tsuntsuim,Titulada,4603.150085,4603.150085,100.0,MORONA SANTIAGO,Bloque 71,Secretaria de Hidrocarburos,Ecuador
1394,Nacionalidad,Centro Shuar Tumpaim,Titulada,4521.606101,4521.606101,100.0,MORONA SANTIAGO,Bloque 72,Secretaria de Hidrocarburos,Ecuador
1395,Nacionalidad,Centro Shuar Tutin Entsa,Titulada,4510.056063,4510.056063,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1396,Nacionalidad,Territorio Yamaran Nankais,Sin reconocimiento,4441.241542,4441.241542,100.0,SUCUMBIOS,Lumbaqui,Petroamazonas EP,Ecuador
1397,Nacionalidad,Centro Shuar Naekat,Titulada,4356.854707,4356.854707,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1398,Nacionalidad,Centro Shuar San Luis,Titulada,4307.657293,4307.657293,100.0,MORONA SANTIAGO,Bloque 72,Secretaria de Hidrocarburos,Ecuador
1399,Nacionalidad,Remolino,Convenio,4264.911014,4264.911014,100.0,SUCUMBIOS,Tarapoa,"Andes Petroleum Ecuador Ltd., Petroamazonas EP",Ecuador
1400,Nacionalidad,Centro Shuar Kapatinentsa,Titulada,4212.380168,4212.380168,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1401,Nacionalidad,Musullacta,Sin reconocimiento,4161.040616,4161.040616,100.0,SUCUMBIOS,Lumbaqui,Petroamazonas EP,Ecuador
1402,Nacionalidad,Centro Shuar Yapapas,Titulada,4121.078112,4121.078112,100.0,MORONA SANTIAGO,Bloque 73,Secretaria de Hidrocarburos,Ecuador
1403,Nacionalidad,Centro Shuar Namakim,Titulada,4089.529279,4089.529279,100.0,MORONA SANTIAGO,Bloque 70,Secretaria de Hidrocarburos,Ecuador
1404,Nacionalidad,Centro Shuar Putunts,Titulada,4077.310411,4077.310411,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1405,Nacionalidad,Nuestra Señora De Loreto,Sin reconocimiento,4072.311811,4072.311811,100.0,ORELLANA,Coca-Payamino,Petroamazonas EP,Ecuador
1406,Nacionalidad,Tiputini Los Zorros,Sin reconocimiento,4051.219215,4051.219215,100.0,ORELLANA,Coca-Payamino,Petroamazonas EP,Ecuador
1407,Nacionalidad,Centro Shuar Tsunki,Titulada,4019.592859,4019.592859,100.0,MORONA SANTIAGO,Bloque 73,Secretaria de Hidrocarburos,Ecuador
1408,Nacionalidad,Centro Shuar Nayants,Titulada,4418.931959,4014.437743,90.84633527,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1409,Nacionalidad,Sin Información,Sin reconocimiento,6636.173707,3997.894335,60.24396756,ORELLANA,Nantu,"Petroamazonas EP, Petrooriental S.A.",Ecuador
1410,Nacionalidad,Comuna Nueva Generación(Mushuk Kallary),Sin reconocimiento,3992.270709,3992.270709,100.0,SUCUMBIOS,Cuyabeno-Tipishca,Petroamazonas EP,Ecuador
1411,Nacionalidad,Centro Shuar Mashian Entsa,Titulada,3965.15484,3965.15484,100.0,MORONA SANTIAGO,Bloque 76,Secretaria de Hidrocarburos,Ecuador
1412,Nacionalidad,Centro Shuar Piatayu,Titulada,3919.533956,3919.533956,100.0,MORONA SANTIAGO,Bloque 70,Secretaria de Hidrocarburos,Ecuador
1413,Nacionalidad,Centro Shuar Pajanak,Titulada,3883.172038,3883.172038,100.0,MORONA SANTIAGO,Bloque 71,Secretaria de Hidrocarburos,Ecuador
1414,Nacionalidad,San Antonio,Sin reconocimiento,3804.16145,3804.16145,100.0,ORELLANA,Coca-Payamino,"Campo Puma Oriente S.A., Petroamazonas EP",Ecuador
1415,Nacionalidad,Coca Sardinas,Sin reconocimiento,3798.392396,3798.392396,100.0,ORELLANA,Palo Azul,Petroamazonas EP,Ecuador
1416,Nacionalidad,Cooperativa Shuar Cuchaentza Y Al,Titulada,3748.274871,3748.274871,100.0,MORONA SANTIAGO,Bloque 71,Secretaria de Hidrocarburos,Ecuador
1417,Nacionalidad,Comuna Dashino,Titulada,5288.027782,3728.179687,70.50227118,SUCUMBIOS,Lumbaqui,Petroamazonas EP,Ecuador
1418,Nacionalidad,Centro Shuar Achuntsa,Titulada,3722.271847,3722.271847,100.0,MORONA SANTIAGO,Bloque 73,Secretaria de Hidrocarburos,Ecuador
1419,Nacionalidad,10 De Marzo,Titulada,3689.286625,3689.286625,100.0,ORELLANA,Shushufindi-Libertador,Petroamazonas EP,Ecuador
1420,Nacionalidad,Centro Shuar Pampants,Titulada,3681.28458,3681.28458,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1421,Nacionalidad,Centro Shuar Kusutka,Titulada,3679.890993,3679.890993,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1422,Nacionalidad,Comuna Lagartococha,Titulada,3657.88293,3616.976651,98.88169524,NAPO,Pungarayacu,Secretaria de Hidrocarburos,Ecuador
1423,Nacionalidad,Centro Shuar Yawantsa,Titulada,3598.763379,3598.763379,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1424,Nacionalidad,Territorio San Antonio,Sin reconocimiento,3583.239128,3583.239128,100.0,SUCUMBIOS,Lumbaqui,"Petroamazonas EP, Tecpecuador S.A.",Ecuador
1425,Nacionalidad,Santa Elena,Titulada,3580.548621,3580.548621,100.0,SUCUMBIOS,Indillana,Petroamazonas EP,Ecuador
1426,Nacionalidad,Centro Shuar Pañiashña,Titulada,3576.83913,3576.83913,100.0,MORONA SANTIAGO,Bloque 76,Secretaria de Hidrocarburos,Ecuador
1427,Nacionalidad,Centro Shuar Tsuntsunt,Titulada,3557.218523,3557.218523,100.0,MORONA SANTIAGO,Bloque 71,Secretaria de Hidrocarburos,Ecuador
1428,Nacionalidad,Cooperativa Sinai,Titulada,3521.467952,3521.467952,100.0,MORONA SANTIAGO,Bloque 71,Secretaria de Hidrocarburos,Ecuador
1429,Nacionalidad,Charap,Convenio,3493.822904,3493.822904,100.0,SUCUMBIOS,Tarapoa,"Andes Petroleum Ecuador Ltd., Petroamazonas EP",Ecuador
1430,Nacionalidad,Estrella Yaku,Sin reconocimiento,3401.561561,3401.561561,100.0,ORELLANA,Coca-Payamino,Petroamazonas EP,Ecuador
1431,Nacionalidad,Centro Shuar Shankaim,Titulada,3392.744357,3392.744357,100.0,MORONA SANTIAGO,Bloque 70,Secretaria de Hidrocarburos,Ecuador
1432,Nacionalidad,Jatun Sumaku,Sin reconocimiento,4948.508833,3322.490725,67.14125077,ORELLANA,Bloque 29,Secretaria de Hidrocarburos,Ecuador
1433,Nacionalidad,Limoncocha,Titulada,3301.303071,3301.303071,100.0,ORELLANA,Indillana,Petroamazonas EP,Ecuador
1434,Nacionalidad,Centro Quichua Cacique Jumandy,Convenio,3286.718799,3286.718799,100.0,ORELLANA,Yuralpa,Petroamazonas EP,Ecuador
1435,Nacionalidad,Territorio Charip,Sin reconocimiento,3191.588893,3191.588893,100.0,SUCUMBIOS,Lumbaqui,Petroamazonas EP,Ecuador
1436,Nacionalidad,Centro Shuar Pumpuis,Titulada,3177.728175,3177.728175,100.0,MORONA SANTIAGO,Bloque 71,Secretaria de Hidrocarburos,Ecuador
1437,Nacionalidad,Centro Shuar Chiar Entsa,Titulada,3162.449827,3162.449827,100.0,MORONA SANTIAGO,Bloque 76,Secretaria de Hidrocarburos,Ecuador
1438,Nacionalidad,Shalcana,Titulada,3036.808484,3036.807091,99.99995413,NAPO,Pungarayacu,Secretaria de Hidrocarburos,Ecuador
1439,Nacionalidad,Centro Shuar Seipa,Titulada,3027.038569,3027.038569,100.0,MORONA SANTIAGO,Bloque 72,Secretaria de Hidrocarburos,Ecuador
1440,Nacionalidad,Centro Shuar Jempekat,Titulada,3072.719401,3020.011825,98.28466029,MORONA SANTIAGO,Bloque 73,Secretaria de Hidrocarburos,Ecuador
1441,Nacionalidad,Centro Shuar Pankints,Titulada,3015.802227,3015.802227,100.0,MORONA SANTIAGO,Bloque 70,Secretaria de Hidrocarburos,Ecuador
1442,Nacionalidad,Yuralpa Los Ríos,Titulada,3013.343999,3013.343999,100.0,NAPO,Yuralpa,Petroamazonas EP,Ecuador
1443,Nacionalidad,Centro Shuar Kunkits Nangembain,Titulada,3008.912801,3008.912801,100.0,MORONA SANTIAGO,Bloque 71,Secretaria de Hidrocarburos,Ecuador
1444,Nacionalidad,Centro Shuar Shinkiatam,Titulada,2984.619715,2984.619715,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1445,Nacionalidad,Centro Shuar Isapink,Titulada,2964.690373,2964.690373,100.0,MORONA SANTIAGO,Bloque 76,Secretaria de Hidrocarburos,Ecuador
1446,Nacionalidad,Centro Shuar San Pedro,Titulada,2942.453665,2942.453665,100.0,MORONA SANTIAGO,Bloque 71,Secretaria de Hidrocarburos,Ecuador
1447,Nacionalidad,Territorio Etza,Sin reconocimiento,2925.584869,2925.584869,100.0,SUCUMBIOS,Lumbaqui,"Petroamazonas EP, Tecpecuador S.A.",Ecuador
1448,Nacionalidad,Centro Shuar Kunkui Numko,Titulada,2874.683575,2874.683575,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1449,Nacionalidad,Centro Shuar Panki,Titulada,2866.324754,2866.324754,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1450,Nacionalidad,Centro Shuar Tsuntsunt,Titulada,2862.442426,2862.442426,100.0,MORONA SANTIAGO,Bloque 70,Secretaria de Hidrocarburos,Ecuador
1451,Nacionalidad,Asociación Sardinas,Titulada,2855.372092,2855.372092,100.0,NAPO,Pungarayacu,Secretaria de Hidrocarburos,Ecuador
1452,Nacionalidad,San Jose,Sin reconocimiento,2814.197852,2814.197852,100.0,SUCUMBIOS,Lumbaqui,Petroamazonas EP,Ecuador
1453,Nacionalidad,Centro Shuar Panientsa,Titulada,2788.679393,2788.679393,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1454,Nacionalidad,Wawa Sumaco,Sin reconocimiento,2787.189631,2787.189631,100.0,NAPO,Bloque 29,Secretaria de Hidrocarburos,Ecuador
1455,Nacionalidad,Pueblo Shuar Arutam,Titulada,3986.001448,2782.95417,69.81819265,MORONA SANTIAGO,Bloque 73,Secretaria de Hidrocarburos,Ecuador
1456,Nacionalidad,Centro Shuar Jimiara Y Tintiuk En,Titulada,2745.150407,2745.150407,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1457,Nacionalidad,Alto Manduro,Sin reconocimiento,2697.359634,2697.359634,100.0,ORELLANA,Coca-Payamino,Petroamazonas EP,Ecuador
1458,Nacionalidad,San Pablo,Sin reconocimiento,2696.077033,2696.077033,100.0,ORELLANA,Palo Azul,Petroamazonas EP,Ecuador
1459,Nacionalidad,Centro Shuar Tuntain,Titulada,2682.988197,2682.988197,100.0,MORONA SANTIAGO,Bloque 72,Secretaria de Hidrocarburos,Ecuador
1460,Nacionalidad,5 De Agosto,Sin reconocimiento,2653.811618,2653.811618,100.0,SUCUMBIOS,Lumbaqui,Petroamazonas EP,Ecuador
1461,Nacionalidad,Pastaza,Sin reconocimiento,2634.116074,2634.116074,100.0,SUCUMBIOS,Lumbaqui,Petroamazonas EP,Ecuador
1462,Nacionalidad,Cooperativa Siberia Amazonica,Titulada,3035.415607,2500.250695,82.36930354,MORONA SANTIAGO,Bloque 71,Secretaria de Hidrocarburos,Ecuador
1463,Nacionalidad,Centro Shuar Antuash,Titulada,2497.750064,2497.750064,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1464,Nacionalidad,Cooperativa Valle Del Palmar,Titulada,2602.644986,2475.336341,95.1084898,MORONA SANTIAGO,Bloque 70,Secretaria de Hidrocarburos,Ecuador
1465,Nacionalidad,Huamayacu,Sin reconocimiento,2454.43701,2454.43701,100.0,ORELLANA,AUCA,"Consorcio Petrolero Palanda-Yuca Sur, Petroamazonas EP",Ecuador
1466,Nacionalidad,Asociacion de Nacionalidades Quichua de Campo Cocha,Convenio,2438.853011,2438.853011,100.0,PASTAZA,Yuralpa,"Petroamazonas EP, Secretaria de Hidrocarburos",Ecuador
1467,Nacionalidad,Territorio Sharup,Sin reconocimiento,2421.658995,2421.658995,100.0,SUCUMBIOS,Bermejo,Tecpecuador S.A.,Ecuador
1468,Nacionalidad,Luis Chongo,Sin reconocimiento,2405.728596,2405.728596,100.0,ORELLANA,Bloque 29,Secretaria de Hidrocarburos,Ecuador
1469,Nacionalidad,San Ramón,Sin reconocimiento,2395.421374,2395.421374,100.0,ORELLANA,Yuralpa,Petroamazonas EP,Ecuador
1470,Nacionalidad,Caimito Yacu,Titulada,2395.048884,2395.048884,100.0,NAPO,Pungarayacu,Secretaria de Hidrocarburos,Ecuador
1471,Nacionalidad,Alto Pununo Pusuno,Titulada,2366.499202,2366.499202,100.0,NAPO,Bloque 29,Secretaria de Hidrocarburos,Ecuador
1472,Nacionalidad,15 De Noviembre,Sin reconocimiento,2361.583749,2361.583749,100.0,ORELLANA,Yuralpa,"Petroamazonas EP, Secretaria de Hidrocarburos",Ecuador
1473,Nacionalidad,Centro Shuar San Jose,Titulada,2357.519148,2357.519148,100.0,MORONA SANTIAGO,Bloque 71,Secretaria de Hidrocarburos,Ecuador
1474,Nacionalidad,Tiguano,Sin reconocimiento,2349.135456,2349.135456,100.0,ORELLANA,Nantu,Petrooriental S.A.,Ecuador
1475,Nacionalidad,Comuna Sikuanga Yaku,Sin reconocimiento,2338.970245,2338.970245,100.0,SUCUMBIOS,Cuyabeno-Tipishca,Petroamazonas EP,Ecuador
1476,Nacionalidad,Centro Shuar Yukuapais,Titulada,2331.128512,2331.128512,100.0,MORONA SANTIAGO,Bloque 76,Secretaria de Hidrocarburos,Ecuador
1477,Nacionalidad,Cooperativa Shuar Kankaiman,Titulada,2323.634809,2323.634809,100.0,MORONA SANTIAGO,Bloque 76,Secretaria de Hidrocarburos,Ecuador
1478,Nacionalidad,Centro Shuar Kank,Titulada,2317.934294,2317.934294,100.0,MORONA SANTIAGO,Bloque 73,Secretaria de Hidrocarburos,Ecuador
1479,Nacionalidad,Centro Shuar Jiat,Titulada,2312.971846,2312.971846,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1480,Nacionalidad,Centro Shuar Chinkian Entsa,Titulada,2274.856977,2274.856977,100.0,MORONA SANTIAGO,Bloque 76,"Petroamazonas EP, Secretaria de Hidrocarburos",Ecuador
1481,Nacionalidad,Cooperativa Shuar Putuimi,Titulada,2266.107003,2266.107003,100.0,MORONA SANTIAGO,Bloque 77,Secretaria de Hidrocarburos,Ecuador
1482,Nacionalidad,Mondayacu,Titulada,2252.803032,2252.803032,100.0,NAPO,Pungarayacu,Secretaria de Hidrocarburos,Ecuador
1483,Nacionalidad,Comuna Kuri Yaku,Sin reconocimiento,2248.409459,2248.409459,100.0,SUCUMBIOS,Lumbaqui,Petroamazonas EP,Ecuador
1484,Nacionalidad,Centro Shuar Uchich Kank,Titulada,2245.799958,2245.799958,100.0,MORONA SANTIAGO,Bloque 73,Secretaria de Hidrocarburos,Ecuador
1485,Nacionalidad,Centro Shuar Unt Wichim,Titulada,2238.891541,2238.891541,100.0,MORONA SANTIAGO,Bloque 71,Secretaria de Hidrocarburos,Ecuador
1486,Nacionalidad,Centro Shuar Nuwents,Titulada,2236.771201,2236.771201,100.0,MORONA SANTIAGO,Bloque 72,Secretaria de Hidrocarburos,Ecuador
1487,Nacionalidad,Comuna Puma Kucha,Sin reconocimiento,2222.947431,2222.947431,100.0,SUCUMBIOS,Lumbaqui,Petroamazonas EP,Ecuador
1488,Nacionalidad,Jesus Del Gran Poder,Sin reconocimiento,2208.957418,2208.957418,100.0,SUCUMBIOS,Lumbaqui,Petroamazonas EP,Ecuador
1489,Nacionalidad,Guacamayo,Sin reconocimiento,2205.704434,2205.704434,100.0,SUCUMBIOS,Lumbaqui,Petroamazonas EP,Ecuador
1490,Nacionalidad,Rio Jivino,Sin reconocimiento,2200.365088,2200.365088,100.0,ORELLANA,Indillana,Petroamazonas EP,Ecuador
1491,Nacionalidad,Comunidad Cristo Del Consuelo,Sin reconocimiento,2140.712722,2140.712722,100.0,NAPO,Bloque 29,Secretaria de Hidrocarburos,Ecuador
1492,Nacionalidad,Pucucocha,Sin reconocimiento,2118.863113,2118.863113,100.0,SUCUMBIOS,Lumbaqui,Petroamazonas EP,Ecuador
