,cat,nombre,estado,area_ha,interseccion_ha,interseccion_porc,region,lote_petrolero,empresa,pais
638,Comunidad Nativa,Bajo Pupuntas,Titulada,2869.261019,2869.261019,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
639,Comunidad Nativa,Nuevo San Pablo,Titulada,2868.837917,2868.837917,100.0,Loreto,SM47-18,,Perú
640,Comunidad Nativa,Achu,Titulada,2867.790384,2867.790384,100.0,Amazonas,F02-17,,Perú
641,Comunidad Nativa,Shiringamazu,Titulada,2837.929658,2837.929658,100.0,Pasco,107,PETROLIFERA PETROLEUM DEL PERU S.R.L.,Perú
642,Comunidad Nativa,Alto Saureni,Titulada,2832.348114,2832.348114,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
643,Comunidad Nativa,Vista Alegre,Titulada,4038.371694,2815.358062,69.71517917,Ucayali,SM07-17,,Perú
644,Comunidad Nativa,Inayua - Marañón,Titulada,2812.486068,2812.486068,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
645,Comunidad Nativa,Nueva Palestina,Titulada,2812.330413,2812.330413,100.0,Ucayali,SM02-17,,Perú
646,Comunidad Nativa,San Carlos de Neguachi,Titulada,3541.351047,2806.369678,79.24573534,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
647,Comunidad Nativa,Puerto Leticia,Titulada,2802.74907,2802.74907,100.0,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
648,Comunidad Nativa,Santa Isabel,Titulada,2790.408863,2790.408863,100.0,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
649,Comunidad Nativa,San Antonio de Saniyacu,Titulada,2781.395757,2781.395757,100.0,Loreto,LXIX,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU, YPF E & P PERÚ S.A.C.",Perú
650,Comunidad Nativa,Las Amazonas Anexo Shapaja,Titulada,2759.829678,2759.829678,100.0,San Martin,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
651,Comunidad Nativa,Alto Numpatkaim,Titulada,2741.11985,2741.11985,100.0,Amazonas,F02-17,,Perú
652,Comunidad Nativa,Tzonquireni,Solicitud de Titulación,2737.31139,2737.31139,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
653,Comunidad Nativa,Adsacusa,Titulada,2723.502828,2723.502828,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
654,Comunidad Nativa,Ramón Castilla,Titulada,3168.536032,2720.462063,85.85864372,Ucayali,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
655,Comunidad Nativa,Loreto,Titulada,3739.494165,2705.318958,72.34451609,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
656,Comunidad Nativa,Madre de Dios,Titulada,7134.228039,2682.20721,37.5963201,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
657,Comunidad Nativa,Nazareth,Titulada,2677.144824,2677.144824,100.0,Amazonas,F02-17,,Perú
658,Comunidad Nativa,San Fernando de Machuriani,Titulada,2665.656659,2665.656659,100.0,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
659,Comunidad Nativa,Alto Iscozacín,Titulada,2663.950825,2663.950825,100.0,Pasco,107,PETROLIFERA PETROLEUM DEL PERU S.R.L.,Perú
660,Comunidad Nativa,Shijap,Titulada,2662.282149,2662.282149,100.0,Amazonas,F02-17,,Perú
661,Comunidad Nativa,Pajacusa,Titulada,2655.591052,2655.591055,100.0000001,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
662,Comunidad Nativa,Dinamarca,Titulada,3423.360323,2644.470456,77.24779768,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
663,Comunidad Nativa,Pacuy,Titulada,2636.73034,2636.73034,100.0,Amazonas,F02-17,,Perú
664,Comunidad Nativa,Libertad,Titulada,2944.403008,2636.122647,89.5299536,Loreto,SM38-17,,Perú
665,Comunidad Nativa,Kuith,Titulada,2632.156341,2632.156341,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
666,Comunidad Nativa,Isolaya,Titulada,2583.512364,2583.512364,100.0,Loreto,F41-19,,Perú
667,Comunidad Nativa,Buenos Aires,Titulada,2581.516397,2581.516398,100.0,Ucayali,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
668,Comunidad Nativa,Puerto Victoria,Titulada,2581.224232,2581.224232,100.0,Loreto,SM37-17,,Perú
669,Comunidad Nativa,Nuevo Loreto,Titulada,2580.090408,2580.090408,100.0,Loreto,SM47-18,,Perú
670,Comunidad Nativa,San Francisco de Alto Azupizu,Titulada,4422.894571,2575.63247,58.23409147,Pasco,108,PLUSPETROL E&P S.A.,Perú
671,Comunidad Nativa,Majanu - Entsa,Titulada,2565.523909,2565.523909,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
672,Comunidad Nativa,Korin Bari,Solicitud de Titulación,2559.605719,2559.488951,99.99543805,Ucayali,SM04-17,,Perú
673,Comunidad Nativa,Nuevo Tarma,Titulada,3710.678799,2555.275013,68.86273783,Loreto,SM38-17,,Perú
674,Comunidad Nativa,Santa Fé,Titulada,2548.652755,2548.652755,100.0,Loreto,SM38-17,,Perú
675,Comunidad Nativa,Waisim,Titulada,2528.131438,2528.131438,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
676,Comunidad Nativa,Tutumberos,Titulada,5038.283836,2511.8571,49.85541073,Amazonas,F02-17,,Perú
677,Comunidad Nativa,Sensa,Titulada,15421.817963,2500.032114,16.21100781,Cusco,F42-19,,Perú
678,Comunidad Nativa,Betania,Solicitud de Ampliación,8491.823059,2489.236907,29.31333931,Junin,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
679,Comunidad Nativa,Kantash,Titulada,2477.868319,2477.868319,100.0,Ucayali,200,,Perú
680,Comunidad Nativa,Raya,Titulada,17594.111838,2476.933608,14.07819634,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
681,Comunidad Nativa,San Lorenzo de Armanayacu,Titulada,2467.125062,2467.125062,100.0,Loreto,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
682,Comunidad Nativa,Túpac Amaru,Titulada,2459.89334,2459.89334,100.0,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
683,Comunidad Nativa,Huaracayo,Titulada,2452.240328,2452.240328,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
684,Comunidad Nativa,Los Angeles,Solicitud de Titulación,2446.870566,2446.870566,100.0,San Martin,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
685,Comunidad Nativa,Puerto Porvenir,Titulada,2426.692474,2426.692474,100.0,Pasco,LXIII,"PETROLIFERA PETROLEUM DEL PERU S.R.L., REPSOL EXPLORACIÓN S.A.",Perú
686,Comunidad Nativa,Huantashiri,Titulada,2421.290549,2421.290549,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
687,Comunidad Nativa,Soledad de Huitoyacu,Titulada,2398.793449,2398.793449,100.0,Loreto,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
688,Comunidad Nativa,Nueva Jerusalén,Titulada,2391.080011,2391.080011,100.0,Loreto,SM38-17,,Perú
689,Comunidad Nativa,Santa Rosa,Titulada,3907.707891,2389.197277,61.14063138,Loreto,SM30-17,,Perú
690,Comunidad Nativa,Fray Martín,Titulada,2375.926933,2375.926933,100.0,Loreto,LXIX,YPF E & P PERÚ S.A.C.,Perú
691,Comunidad Nativa,Nueva Esperanza,Titulada,5570.400279,2359.545156,42.35862843,Pasco,107,PETROLIFERA PETROLEUM DEL PERU S.R.L.,Perú
692,Comunidad Nativa,San Juan de Mojarayacu,Titulada,2343.935226,2343.935226,100.0,Loreto,SM31-17,,Perú
693,Comunidad Nativa,Alto Shamboyaku,Titulada,2339.135757,2339.135757,100.0,San Martin,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
694,Comunidad Nativa,Santa Clara,Titulada,7986.186743,2333.751669,29.22235285,Ucayali,LXVI,HUNT OIL COMPAÑY OF PERÚ,Perú
695,Comunidad Nativa,Mapiato,Titulada,2326.16261,2326.16261,100.0,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
696,Comunidad Nativa,Nuevo Arica,Titulada,2314.898044,2314.898044,100.0,San Martin,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
697,Comunidad Nativa,Huacamayo de Neguache,Titulada,2423.608635,2294.741695,94.68284862,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
698,Comunidad Nativa,El Pilar,Titulada,2294.306687,2294.306687,100.0,Madre de Dios,F27-17,,Perú
699,Comunidad Nativa,Nuevo Nazareth,Titulada,2289.623188,2289.479742,99.99373495,Ucayali,SM07-17,,Perú
700,Comunidad Nativa,San Roque de Yahuaryacu,Titulada,2287.343106,2287.343106,100.0,Loreto,LXIX,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU, YPF E & P PERÚ S.A.C.",Perú
701,Comunidad Nativa,San Pedro de Porotoyacu,Titulada,2287.189189,2287.189189,100.0,Loreto,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
702,Comunidad Nativa,Umpunchig,Titulada,2286.43564,2286.43564,100.0,Amazonas,F02-17,,Perú
703,Comunidad Nativa,Shipetiari,Titulada,29097.118582,2273.545758,7.813645711,Madre de Dios,SM53-19,,Perú
704,Comunidad Nativa,Barrancuyoc,Titulada,2273.068505,2273.068505,100.0,Loreto,LXIX,YPF E & P PERÚ S.A.C.,Perú
705,Comunidad Nativa,Huampami,Titulada,2266.568374,2266.568374,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
706,Comunidad Nativa,Alto Sungaroyali,Titulada,7956.994823,2265.913989,28.4770072,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
707,Comunidad Nativa,Santa Isabel,Titulada,2778.011774,2253.487598,81.1187202,Loreto,SM37-17,,Perú
708,Comunidad Nativa,Nuevo Saramiriza,Titulada,2251.752058,2251.752058,100.0,Loreto,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
709,Comunidad Nativa,Santa Rosa de Chuchurras,Titulada,2250.087817,2250.087817,100.0,Pasco,107,PETROLIFERA PETROLEUM DEL PERU S.R.L.,Perú
710,Comunidad Nativa,San Miguel de Chambira,Titulada,2245.637263,2245.637263,100.0,Ucayali,SM52-19,,Perú
711,Comunidad Nativa,San Pablo de la Cruz,Titulada,2237.659976,2237.659976,100.0,Loreto,SM20-17,,Perú
712,Comunidad Nativa,Setenta Ampliación Sector A,Titulada,2234.038474,2234.038474,100.0,Loreto,SM23-17,,Perú
713,Comunidad Nativa,Nujagkin,Titulada,2230.930671,2230.930671,100.0,Amazonas,F02-17,,Perú
714,Comunidad Nativa,Zapotillo,Titulada,2221.95491,2221.954919,100.0000004,Loreto,LXIX,YPF E & P PERÚ S.A.C.,Perú
715,Comunidad Nativa,Puerto Porvenir,Titulada,2221.106746,2221.106746,100.0,Loreto,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
716,Comunidad Nativa,Nuevo San Juan,Titulada,2629.410859,2217.186968,84.32257593,Loreto,SM30-17,,Perú
717,Comunidad Nativa,Wampintsa,Titulada,24230.176243,2212.56649,9.131450254,Amazonas,F02-17,,Perú
718,Comunidad Nativa,Ebrón,Titulada,2210.647037,2210.647037,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
719,Comunidad Nativa,Nuevo Egipto,Titulada,2195.336043,2195.336043,100.0,Ucayali,SM05-17,,Perú
720,Comunidad Nativa,Angaiza,Titulada,2173.332356,2173.332356,100.0,San Martin,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
721,Comunidad Nativa,San Juan de Sangareni,Solicitud de Ampliación,2147.357723,2147.357723,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
722,Comunidad Nativa,Triunfo,Titulada,2146.642147,2146.642147,100.0,Loreto,SM33-17,,Perú
723,Comunidad Nativa,Tsamash,Titulada,2132.573787,2132.573787,100.0,Amazonas,F02-17,,Perú
724,Comunidad Nativa,Nuevo Sucre,Titulada,2123.735279,2123.735279,100.0,Loreto,SM54-19,,Perú
725,Comunidad Nativa,Puerto Consuelo,Titulada,2113.426511,2113.426511,100.0,Ucayali,SM02-17,,Perú
726,Comunidad Nativa,Nuevo San Martín,Titulada,2113.216903,2113.216903,100.0,Loreto,SM38-17,,Perú
727,Comunidad Nativa,Bellavista,Titulada,2761.553565,2110.635959,76.42929638,Loreto,SM51-19,,Perú
728,Comunidad Nativa,Centro Lagarto Juvenil,Titulada,2094.960519,2094.960519,100.0,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
729,Comunidad Nativa,Alto Mayo,Titulada,11940.35875,2078.379331,17.40633908,San Martin,LVIII,YPF E & P PERÚ S.A.C.,Perú
730,Comunidad Nativa,San José de Parinari,Titulada,2421.095094,2078.047921,85.83090875,Loreto,SM30-17,,Perú
731,Comunidad Nativa,Irapay Sacha,Solicitud de Titulación,2076.252914,2076.252914,100.0,San Martin,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
732,Comunidad Nativa,Pampa Sacha,Titulada,2066.20429,2066.20429,100.0,San Martin,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
733,Comunidad Nativa,25 de Diciembre,Titulada,2062.083238,2062.083238,100.0,Loreto,SM38-17,,Perú
734,Comunidad Nativa,Unión Canuja,Titulada,2053.790319,2053.790319,100.0,Ucayali,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
735,Comunidad Nativa,Kawit,Titulada,2051.697791,2051.697791,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
736,Comunidad Nativa,Kayamas Wee,Titulada,2050.366586,2050.366586,100.0,Amazonas,F02-17,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
737,Comunidad Nativa,Alto Bichanak,Titulada,2050.266051,2050.266051,100.0,Amazonas,F02-17,,Perú
738,Comunidad Nativa,Santa Rosa de Huacaria,Titulada,25904.432522,2048.193669,7.906730507,Madre de Dios,SM53-19,,Perú
739,Comunidad Nativa,Sol del Oriente,Titulada,2010.943699,2010.943699,100.0,Ucayali,SM02-17,,Perú
740,Comunidad Nativa,Aerija,Titulada,2002.132223,2002.132223,100.0,Ucayali,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
741,Comunidad Nativa,Santa Elisa,Titulada,1987.59284,1987.59284,100.0,Ucayali,SM05-17,,Perú
742,Comunidad Nativa,Puerto Adelina,Titulada,1983.935832,1983.935829,99.99999985,Loreto,F41-19,,Perú
743,Comunidad Nativa,Shimpu,Titulada,1980.878436,1980.878436,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
744,Comunidad Nativa,Potsoteni,Solicitud de Ampliación,1976.40846,1976.40846,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
745,Comunidad Nativa,Preferida de Charasmana,Titulada,1962.883834,1962.883834,100.0,Ucayali,SM05-17,,Perú
746,Comunidad Nativa,Canampa,Titulada,1956.123804,1956.123804,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
747,Comunidad Nativa,Lago Maquia Tipishca,Titulada,1948.228184,1948.228184,100.0,Loreto,SM51-19,,Perú
748,Comunidad Nativa,Santa Rosa de Chivis,Titulada,2401.639168,1928.324606,80.2920202,Pasco,LXIII,"PETROLIFERA PETROLEUM DEL PERU S.R.L., REPSOL EXPLORACIÓN S.A.",Perú
749,Comunidad Nativa,Roaboya,Titulada,1926.889884,1926.889884,100.0,Loreto,SM47-18,,Perú
750,Comunidad Nativa,Villa María de Cumarillo,Titulada,1925.403908,1925.403908,100.0,Ucayali,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
751,Comunidad Nativa,Puerto Aurora,Titulada,6736.730567,1912.420905,28.38796781,Loreto,F21-17,,Perú
752,Comunidad Nativa,Nuevo Ceylan,Titulada,1904.898365,1904.898365,100.0,Ucayali,SM05-17,,Perú
753,Comunidad Nativa,Palpa,Titulada,1903.63119,1903.63119,100.0,Loreto,SM31-17,,Perú
754,Comunidad Nativa,02 de Mayo,Titulada,1902.500406,1902.500406,100.0,Loreto,SM43-17,,Perú
755,Comunidad Nativa,Nuevo Chazuta,Titulada,1883.019022,1883.019022,100.0,Loreto,LXIX,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU, YPF E & P PERÚ S.A.C.",Perú
756,Comunidad Nativa,Las Palmeras,Titulada,1878.518109,1878.518109,100.0,Loreto,SM38-17,PLUSPETROL NORTE S.A.,Perú
757,Comunidad Nativa,Aimentsa,Titulada,1871.277517,1871.277517,100.0,Loreto,SM50-18,,Perú
758,Comunidad Nativa,Santa Ana,Titulada,1866.585222,1866.585222,100.0,Loreto,SM31-17,,Perú
759,Comunidad Nativa,Nuevo Tocache,Titulada,1854.894906,1854.894906,100.0,San Martin,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
760,Comunidad Nativa,Huacamayo,Titulada,4540.24533,1853.041135,40.81367856,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
761,Comunidad Nativa,12 de Octubre - Río Ucayali,Solicitud de Titulación,3210.790099,1829.736967,56.98712499,Loreto,95,GRAN TIERRA ENERGY PERU S.R.L.,Perú
762,Comunidad Nativa,Nueva Unión Pierola,Titulada,1806.762568,1806.762568,100.0,Ucayali,F37-18,,Perú
763,Comunidad Nativa,Puerto Azul,Titulada,4138.822276,1798.419226,43.45243903,Ucayali,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
764,Comunidad Nativa,Unión Puerto Ashaninka,Solicitud de Ampliación,1796.747756,1796.747756,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
765,Comunidad Nativa,San Juan de Cotoyacu,Titulada,1795.978959,1795.978959,100.0,Loreto,LXIX,YPF E & P PERÚ S.A.C.,Perú
766,Comunidad Nativa,Shimpi,Titulada,1734.24165,1734.24165,100.0,Loreto,SM23-17,,Perú
767,Comunidad Nativa,"Tipishca Cocha Anexos Caballito, Nazareth y Consuelo",Titulada,8786.233148,1714.190647,19.50996085,Loreto,F22-17,,Perú
768,Comunidad Nativa,Santa Isabel,Titulada,1693.398962,1693.398962,100.0,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
769,Comunidad Nativa,Wee,Titulada,5699.343267,1679.916687,29.47561865,Amazonas,F02-17,,Perú
770,Comunidad Nativa,Cachiyacu,Titulada,1674.246074,1674.246074,100.0,Loreto,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
771,Comunidad Nativa,San Jeronimo,Titulada,1662.589497,1662.589497,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
772,Comunidad Nativa,Tsiriari,Titulada,1653.960094,1653.960094,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
773,Comunidad Nativa,Nuevo Lamas de Shapaja,Solicitud de Titulación,1651.320195,1651.320195,100.0,San Martin,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
774,Comunidad Nativa,Nuevo Nauta,Titulada,1638.987997,1638.987997,100.0,San Martin,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
775,Comunidad Nativa,Progreso - Río Huallaga,Titulada,1634.26654,1634.26654,100.0,Loreto,SM37-17,,Perú
776,Comunidad Nativa,San José de Tunuya,Titulada,1633.964144,1633.964144,100.0,Ucayali,200,,Perú
777,Comunidad Nativa,Achuaga,Titulada,1617.213771,1617.213771,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
778,Comunidad Nativa,San Francisco de Cushireni,Solicitud de Ampliación,1924.192039,1608.396156,83.58813068,Junin,F42-19,,Perú
779,Comunidad Nativa,Alto Puruz,Solicitud de Titulación,6287.935906,1605.543229,25.53370857,Pasco,108,PLUSPETROL E&P S.A.,Perú
780,Comunidad Nativa,Lisboa,Titulada,1649.375294,1601.067282,97.0711328,Loreto,SM30-17,,Perú
781,Comunidad Nativa,Nuevo Arica de Kachiyaku,Titulada,1585.058537,1585.058537,100.0,San Martin,LVIII,YPF E & P PERÚ S.A.C.,Perú
782,Comunidad Nativa,Alfonso Ugarte,Titulada,1578.023388,1578.023388,100.0,Loreto,SM47-18,,Perú
783,Comunidad Nativa,Kokama Unida Ecológica,Solicitud de Titulación,1568.724653,1568.724653,100.0,Ucayali,SM47-18,,Perú
784,Comunidad Nativa,Flor Naciente,Titulada,1567.447918,1567.447918,100.0,Ucayali,SM47-18,,Perú
785,Comunidad Nativa,Solterito,Titulada,5315.878702,1566.181658,29.46232873,Loreto,SM30-17,,Perú
786,Comunidad Nativa,Nuevo San José,Titulada,1729.146192,1558.685575,90.14191988,Loreto,SM37-17,,Perú
787,Comunidad Nativa,Nuevo Santa Rosa de Alto Chambira,Solicitud de Titulación,1555.261186,1555.261186,100.0,San Martin,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
788,Comunidad Nativa,Hanswald,Titulada,1539.10877,1539.10877,100.0,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
789,Comunidad Nativa,Vista Alegre de Boca del Pachitea,Titulada,1525.388588,1525.388588,100.0,Ucayali,SM05-17,,Perú
790,Comunidad Nativa,Pueblo Joven Sargento Lores,Titulada,1525.129863,1525.129863,100.0,Loreto,SM38-17,,Perú
791,Comunidad Nativa,Mamayakim,Titulada,1500.135485,1500.135485,100.0,Amazonas,F02-17,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
792,Comunidad Nativa,Puerto Orlando,Titulada,1499.408002,1499.408002,100.0,Loreto,SM30-17,,Perú
793,Comunidad Nativa,Pishwaya Allpa,Solicitud de Titulación,1493.415737,1493.415737,100.0,San Martin,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
794,Comunidad Nativa,Nuevo Canchahuaya,Solicitud de Titulación,16251.365738,1485.988449,9.143775809,Loreto,SM29-17,,Perú
795,Comunidad Nativa,Unini,Titulada,13013.651305,1481.163668,11.38161484,Ucayali,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
796,Comunidad Nativa,San Juan de Armanayacu,Titulada,1480.801019,1480.801019,100.0,Loreto,LXIX,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU, YPF E & P PERÚ S.A.C.",Perú
797,Comunidad Nativa,Nuevo Varadero,Titulada,1480.631175,1480.631175,100.0,Loreto,LXIX,YPF E & P PERÚ S.A.C.,Perú
798,Comunidad Nativa,Nueva Vida,Titulada,1469.407119,1469.407119,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
799,Comunidad Nativa,Nueva Unión,Titulada,1462.471315,1462.471315,100.0,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
800,Comunidad Nativa,Japaime - Quebrada,Titulada,1450.297251,1450.297251,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
801,Comunidad Nativa,7 de Marzo,Titulada,2749.212425,1437.077216,52.27232363,Loreto,SM38-17,,Perú
802,Comunidad Nativa,Juancito,Titulada,7075.740847,1429.654843,20.20501985,Ucayali,SM07-17,,Perú
803,Comunidad Nativa,Sargento Lorenz,Titulada,1420.738701,1420.738701,100.0,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
804,Comunidad Nativa,Cusu Pagata,Titulada,18504.806119,1416.418699,7.654328772,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
805,Comunidad Nativa,Yamayakat,Titulada,1413.011568,1413.011568,100.0,Amazonas,F02-17,,Perú
806,Comunidad Nativa,San Lorenzo,Titulada,1403.907237,1403.907237,100.0,Loreto,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
807,Comunidad Nativa,Santa Elena de Yanayacu - Río Cohengua,Solicitud de Titulación,1401.069086,1401.069086,100.0,Ucayali,LXVI,HUNT OIL COMPAÑY OF PERÚ,Perú
808,Comunidad Nativa,San Francisco,Titulada,1398.717397,1398.717397,100.0,Ucayali,200,,Perú
809,Comunidad Nativa,Shushug,Titulada,1394.439684,1394.439684,100.0,Amazonas,F02-17,,Perú
810,Comunidad Nativa,Nuevo Tutino,Titulada,1372.16985,1372.16985,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
811,Comunidad Nativa,Nuevo Uchiza,Titulada,1356.539109,1356.539109,100.0,San Martin,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
812,Comunidad Nativa,Monte Alegre,Titulada,6020.984119,1353.848542,22.48550262,Loreto,SM51-19,,Perú
813,Comunidad Nativa,Nueva Unión del Marañón,Titulada,1353.598416,1353.598416,100.0,Loreto,SM30-17,,Perú
814,Comunidad Nativa,Bufeo Pozo,Titulada,1344.084602,1344.084602,100.0,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
815,Comunidad Nativa,Vista Alegre de Boca del Pachitea - Ampliación I,Titulada,1343.00943,1343.00943,100.0,Ucayali,SM05-17,,Perú
816,Comunidad Nativa,Santa Teresita,Titulada,1320.837644,1320.837644,100.0,Ucayali,200,,Perú
817,Comunidad Nativa,Wawaim,Titulada,1297.505881,1297.505881,100.0,Amazonas,F02-17,,Perú
818,Comunidad Nativa,Nueva Samaria,Titulada,7787.712931,1280.795758,16.44636582,Ucayali,SM07-17,,Perú
819,Comunidad Nativa,Balsapuerto,Titulada,1280.02072,1280.02072,100.0,Loreto,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
820,Comunidad Nativa,Nueva Alianza,Titulada,3312.616311,1279.162942,38.61488388,Loreto,SM43-17,,Perú
821,Comunidad Nativa,La Perla de Anangari,Titulada,1837.397093,1269.55356,69.0952198,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
822,Comunidad Nativa,Santa Isidora,Titulada,1268.439893,1268.439893,100.0,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
823,Comunidad Nativa,Bichanak,Titulada,1267.739523,1267.739523,100.0,Amazonas,F02-17,,Perú
824,Comunidad Nativa,Florida,Titulada,3506.253724,1256.647975,35.84018938,Pasco,LXIII,PLUSPETROL E&P S.A.,Perú
825,Comunidad Nativa,San José de Koribeni,Solicitud de Ampliación,12898.754519,1252.137088,9.707426296,Cusco,58,CNPC PERU S.A.,Perú
826,Comunidad Nativa,Santa Rosa de Tamaya Tipishca,Titulada,1248.378189,1248.378189,100.0,Ucayali,SM02-17,,Perú
827,Comunidad Nativa,Duship,Titulada,1246.766241,1246.766241,100.0,Amazonas,F02-17,,Perú
828,Comunidad Nativa,San Juan de Sangareni,Titulada,1244.124946,1244.124946,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
